"","diff","alpha","beta","gamma","confess"
"1",-3,0.105605605605606,0.136336336336336,0.414314314314314,0.107207207207207
"2",-2.99399399399399,0.351851851851852,0.402402402402402,0.108008008008008,0.0336336336336336
"3",-2.98798798798799,0.497197197197197,0.323123123123123,0.506406406406406,0.0875375375375375
"4",-2.98198198198198,0.257757757757758,0.471471471471471,0.582982982982983,0.0654654654654655
"5",-2.97597597597598,0.374274274274274,0.0366366366366366,0.424324324324324,0.0451951951951952
"6",-2.96996996996997,0.458758758758759,0.328528528528529,0.24964964964965,0.103153153153153
"7",-2.96396396396396,0.137237237237237,0.160960960960961,0.293693693693694,0.0600600600600601
"8",-2.95795795795796,0.291391391391391,0.313513513513513,0.135035035035035,0.033033033033033
"9",-2.95195195195195,0.445145145145145,0.317717717717718,0.229129129129129,0.0903903903903904
"10",-2.94594594594595,0.331831831831832,0.354954954954955,0.163563563563564,0.00960960960960961
"11",-2.93993993993994,0.130830830830831,0.362762762762763,0.217117117117117,0.105855855855856
"12",-2.93393393393393,0.349449449449449,0.127927927927928,0.507407407407407,0.0345345345345345
"13",-2.92792792792793,0.389089089089089,0.174174174174174,0.574474474474475,0.0108108108108108
"14",-2.92192192192192,0.267367367367367,0.531531531531532,0.176076076076076,0.107807807807808
"15",-2.91591591591592,0.398298298298298,0.039039039039039,0.2996996996997,0.0846846846846847
"16",-2.90990990990991,0.208908908908909,0.353153153153153,0.23963963963964,0.134534534534535
"17",-2.9039039039039,0.413913913913914,0.182582582582583,0.375775775775776,0.00045045045045045
"18",-2.8978978978979,0.375475475475475,0.274474474474474,0.371271271271271,0.102702702702703
"19",-2.89189189189189,0.257357357357357,0.15015015015015,0.576476476476476,0.124624624624625
"20",-2.88588588588589,0.433533533533534,0.493093093093093,0.346246246246246,0.0331831831831832
"21",-2.87987987987988,0.282182182182182,0.568768768768769,0.231631631631632,0.00495495495495495
"22",-2.87387387387387,0.258158158158158,0.121921921921922,0.577977977977978,0.0599099099099099
"23",-2.86786786786787,0.320620620620621,0.168168168168168,0.487387387387387,0.122222222222222
"24",-2.86186186186186,0.341441441441441,0.503903903903904,0.474874874874875,0.118618618618619
"25",-2.85585585585586,0.254554554554555,0.449249249249249,0.221621621621622,0.0264264264264264
"26",-2.84984984984985,0.407907907907908,0.20960960960961,0.303203203203203,0.0932432432432432
"27",-2.84384384384384,0.28978978978979,0.512312312312312,0.573473473473473,0.00375375375375375
"28",-2.83783783783784,0.290990990990991,0.495495495495495,0.379279279279279,0.0352852852852853
"29",-2.83183183183183,0.477177177177177,0.497897897897898,0.365265265265265,0.0148648648648649
"30",-2.82582582582583,0.38988988988989,0.103303303303303,0.138538538538539,0.0852852852852853
"31",-2.81981981981982,0.155255255255255,0.35015015015015,0.435335335335335,0.0123123123123123
"32",-2.81381381381381,0.321821821821822,0.140540540540541,0.216616616616617,0.0995495495495495
"33",-2.80780780780781,0.224924924924925,0.588588588588589,0.350750750750751,0.0615615615615616
"34",-2.8018018018018,0.303403403403403,0.566366366366366,0.144544544544545,0.12027027027027
"35",-2.7957957957958,0.327427427427427,0.470870870870871,0.324724724724725,0.074024024024024
"36",-2.78978978978979,0.344244244244244,0.476276276276276,0.248148148148148,0.148498498498498
"37",-2.78378378378378,0.117217217217217,0.0546546546546547,0.522922922922923,0.133633633633634
"38",-2.77777777777778,0.306606606606607,0.018018018018018,0.219119119119119,0.077027027027027
"39",-2.77177177177177,0.246146146146146,0.40960960960961,0.352752752752753,0.0351351351351351
"40",-2.76576576576577,0.246546546546547,0.392792792792793,0.484884884884885,0.0596096096096096
"41",-2.75975975975976,0.188088088088088,0.150750750750751,0.16956956956957,0.0777777777777778
"42",-2.75375375375375,0.158858858858859,0.301501501501502,0.2001001001001,0.107507507507507
"43",-2.74774774774775,0.378278278278278,0.44024024024024,0.427827827827828,0.0870870870870871
"44",-2.74174174174174,0.136436436436436,0.23003003003003,0.580480480480481,0.0785285285285285
"45",-2.73573573573574,0.263763763763764,0.428828828828829,0.208608608608609,0.136636636636637
"46",-2.72972972972973,0.201301301301301,0.575975975975976,0.214614614614615,0.103903903903904
"47",-2.72372372372372,0.381481481481482,0.429429429429429,0.284184184184184,0.0268768768768769
"48",-2.71771771771772,0.495195195195195,0.55975975975976,0.588988988988989,0.0318318318318318
"49",-2.71171171171171,0.359459459459459,0.305105105105105,0.124524524524525,0.0861861861861862
"50",-2.70570570570571,0.410710710710711,0.183183183183183,0.187087087087087,0.0112612612612613
"51",-2.6996996996997,0.352252252252252,0.0816816816816817,0.50990990990991,0.01996996996997
"52",-2.69369369369369,0.160860860860861,0.324924924924925,0.438338338338338,0.093993993993994
"53",-2.68768768768769,0.212912912912913,0.189189189189189,0.46986986986987,0.125375375375375
"54",-2.68168168168168,0.376676676676677,0.234834834834835,0.494394394394394,0.0252252252252252
"55",-2.67567567567568,0.206906906906907,0.453453453453453,0.23013013013013,0.00735735735735736
"56",-2.66966966966967,0.38028028028028,0.0690690690690691,0.553453453453453,0.00915915915915916
"57",-2.66366366366366,0.443543543543544,0.287687687687688,0.505405405405405,0.14024024024024
"58",-2.65765765765766,0.124824824824825,0.327927927927928,0.102502502502503,0.0573573573573574
"59",-2.65165165165165,0.327027027027027,0.547747747747748,0.406806806806807,0.0941441441441441
"60",-2.64564564564565,0.263363363363363,0.255255255255255,0.311211211211211,0.0891891891891892
"61",-2.63963963963964,0.227327327327327,0.163963963963964,0.484384384384384,0.0644144144144144
"62",-2.63363363363363,0.46996996996997,0.166966966966967,0.141041041041041,0.0291291291291291
"63",-2.62762762762763,0.339439439439439,0.459459459459459,0.541441441441441,0.092042042042042
"64",-2.62162162162162,0.412312312312312,0.442642642642643,0.497397397397397,0.0881381381381381
"65",-2.61561561561562,0.176876876876877,0.0846846846846847,0.25015015015015,0.111261261261261
"66",-2.60960960960961,0.256156156156156,0.0618618618618619,0.328228228228228,0.102852852852853
"67",-2.6036036036036,0.294994994994995,0.457057057057057,0.109009009009009,0.144294294294294
"68",-2.5975975975976,0.37987987987988,0.0822822822822823,0.57947947947948,0.118018018018018
"69",-2.59159159159159,0.276176176176176,0.003003003003003,0.55045045045045,0.147597597597598
"70",-2.58558558558559,0.183683683683684,0.597597597597598,0.508908908908909,0.0447447447447447
"71",-2.57957957957958,0.375875875875876,0.485885885885886,0.382782782782783,0.010960960960961
"72",-2.57357357357357,0.396696696696697,0.265465465465465,0.337737737737738,0.0492492492492492
"73",-2.56756756756757,0.108808808808809,0.554954954954955,0.355755755755756,0.12987987987988
"74",-2.56156156156156,0.271371371371371,0.496696696696697,0.546946946946947,0.110510510510511
"75",-2.55555555555556,0.104404404404404,0.458858858858859,0.278678678678679,0.0102102102102102
"76",-2.54954954954955,0.140840840840841,0.0726726726726727,0.330730730730731,0.0214714714714715
"77",-2.54354354354354,0.296196196196196,0.0678678678678679,0.169069069069069,0.114714714714715
"78",-2.53753753753754,0.479179179179179,0.166366366366366,0.481881881881882,0.104504504504505
"79",-2.53153153153153,0.48038038038038,0.461261261261261,0.537437437437437,0.0205705705705706
"80",-2.52552552552553,0.496396396396396,0.368168168168168,0.332232232232232,0.0483483483483483
"81",-2.51951951951952,0.207307307307307,0.181981981981982,0.585985985985986,0.00255255255255255
"82",-2.51351351351351,0.470770770770771,0.49009009009009,0.520920920920921,0.101651651651652
"83",-2.50750750750751,0.209309309309309,0.0108108108108108,0.297197197197197,0.0354354354354354
"84",-2.5015015015015,0.266566566566567,0.2996996996997,0.552952952952953,0.0567567567567568
"85",-2.4954954954955,0.2997997997998,0.133333333333333,0.174074074074074,0.0460960960960961
"86",-2.48948948948949,0.441541541541542,0.42042042042042,0.528928928928929,0.144894894894895
"87",-2.48348348348348,0.1996996996997,0.58978978978979,0.39029029029029,0.0121621621621622
"88",-2.47747747747748,0.35985985985986,0.354354354354354,0.553953953953954,0.0968468468468468
"89",-2.47147147147147,0.271771771771772,0.413813813813814,0.41031031031031,0.0211711711711712
"90",-2.46546546546547,0.219319319319319,0.543543543543544,0.409309309309309,0.0133633633633634
"91",-2.45945945945946,0.423523523523524,0.0672672672672673,0.261161161161161,0.0276276276276276
"92",-2.45345345345345,0.239339339339339,0.448648648648649,0.154054054054054,0.0441441441441441
"93",-2.44744744744745,0.40990990990991,0.186786786786787,0.286686686686687,0.0713213213213213
"94",-2.44144144144144,0.346246246246246,0.0252252252252252,0.274674674674675,0.117267267267267
"95",-2.43543543543544,0.47997997997998,0.0810810810810811,0.195095095095095,0.0135135135135135
"96",-2.42942942942943,0.152852852852853,0.410810810810811,0.188588588588589,0.143843843843844
"97",-2.42342342342342,0.174074074074074,0.123123123123123,0.262662662662663,0.0436936936936937
"98",-2.41741741741742,0.254954954954955,0.595195195195195,0.34974974974975,0.149399399399399
"99",-2.41141141141141,0.402302302302302,0.0336336336336336,0.345745745745746,0.138588588588589
"100",-2.40540540540541,0.176476476476476,0.251651651651652,0.559459459459459,0.0873873873873874
"101",-2.3993993993994,0.357457457457457,0.413213213213213,0.326726726726727,0.0962462462462462
"102",-2.39339339339339,0.161261261261261,0.253453453453453,0.192592592592593,0.0307807807807808
"103",-2.38738738738739,0.105205205205205,0.0714714714714715,0.442342342342342,0.115315315315315
"104",-2.38138138138138,0.497997997997998,0.261861861861862,0.264664664664665,0.0316816816816817
"105",-2.37537537537538,0.289389389389389,0.147747747747748,0.56996996996997,0.12972972972973
"106",-2.36936936936937,0.172472472472472,0.390990990990991,0.494894894894895,0.0761261261261261
"107",-2.36336336336336,0.389489489489489,0.552552552552553,0.132032032032032,0.0842342342342342
"108",-2.35735735735736,0.440740740740741,0.180780780780781,0.164064064064064,0.108408408408408
"109",-2.35135135135135,0.171671671671672,0.407207207207207,0.401801801801802,0.00345345345345345
"110",-2.34534534534535,0.379079079079079,0.387987987987988,0.510910910910911,0.0238738738738739
"111",-2.33933933933934,0.362662662662663,0.102102102102102,0.530930930930931,0.0195195195195195
"112",-2.33333333333333,0.202102102102102,0.417417417417417,0.1995995995996,0.0397897897897898
"113",-2.32732732732733,0.234534534534535,0.502102102102102,0.181581581581582,0.104804804804805
"114",-2.32132132132132,0.353853853853854,0.051051051051051,0.563463463463463,0.113213213213213
"115",-2.31531531531532,0.135235235235235,0.343543543543544,0.555955955955956,0.0734234234234234
"116",-2.30930930930931,0.393893893893894,0.238438438438438,0.394794794794795,0.0304804804804805
"117",-2.3033033033033,0.357857857857858,0.395795795795796,0.347747747747748,0.111711711711712
"118",-2.2972972972973,0.381081081081081,0.454654654654655,0.452852852852853,0.0990990990990991
"119",-2.29129129129129,0.494794794794795,0.0372372372372372,0.353253253253253,0.113813813813814
"120",-2.28528528528529,0.119219219219219,0.544144144144144,0.463863863863864,0.148198198198198
"121",-2.27927927927928,0.42032032032032,0.106906906906907,0.366266266266266,0.0576576576576577
"122",-2.27327327327327,0.460760760760761,0.0900900900900901,0.306206206206206,0.125975975975976
"123",-2.26726726726727,0.448348348348348,0.412012012012012,0.381281281281281,0.10015015015015
"124",-2.26126126126126,0.472372372372372,0.553153153153153,0.147547547547548,0.0036036036036036
"125",-2.25525525525526,0.333433433433433,0.0570570570570571,0.48038038038038,0.137837837837838
"126",-2.24924924924925,0.314614614614615,0.331531531531532,0.447347347347347,0.084984984984985
"127",-2.24324324324324,0.185285285285285,0.0258258258258258,0.154554554554555,0.0253753753753754
"128",-2.23723723723724,0.187287287287287,0.565765765765766,0.344244244244244,0.0698198198198198
"129",-2.23123123123123,0.282982982982983,0.53993993993994,0.414814814814815,0.0274774774774775
"130",-2.22522522522523,0.282582582582583,0.153753753753754,0.437337337337337,0.147447447447447
"131",-2.21921921921922,0.494394394394394,0.330930930930931,0.214114114114114,0.105405405405405
"132",-2.21321321321321,0.240540540540541,0.267267267267267,0.400800800800801,0.113963963963964
"133",-2.20720720720721,0.245345345345345,0.458258258258258,0.321721721721722,0.137687687687688
"134",-2.2012012012012,0.199299299299299,0.242042042042042,0.236136136136136,0.0267267267267267
"135",-2.1951951951952,0.108008008008008,0.562762762762763,0.203603603603604,0.0947447447447447
"136",-2.18918918918919,0.264564564564565,0.384984984984985,0.182082082082082,0.122072072072072
"137",-2.18318318318318,0.312612612612613,0.127327327327327,0.298198198198198,0.0912912912912913
"138",-2.17717717717718,0.184084084084084,0.221021021021021,0.274174174174174,0.0981981981981982
"139",-2.17117117117117,0.164864864864865,0.293093093093093,0.506906906906907,0.122522522522523
"140",-2.16516516516517,0.101601601601602,0.027027027027027,0.528428428428428,0.14009009009009
"141",-2.15915915915916,0.143643643643644,0.45045045045045,0.395295295295295,0.0726726726726727
"142",-2.15315315315315,0.404304304304304,0.572972972972973,0.245145145145145,0.112462462462462
"143",-2.14714714714715,0.421921921921922,0.473273273273273,0.294694694694695,0.0707207207207207
"144",-2.14114114114114,0.233733733733734,0.490690690690691,0.300700700700701,0.0393393393393393
"145",-2.13513513513514,0.204904904904905,0.0426426426426426,0.119019019019019,0.114564564564565
"146",-2.12912912912913,0.16046046046046,0.0918918918918919,0.307207207207207,0.139039039039039
"147",-2.12312312312312,0.43993993993994,0.22042042042042,0.12002002002002,0.00810810810810811
"148",-2.11711711711712,0.453553553553554,0.225225225225225,0.598498498498498,0.0184684684684685
"149",-2.11111111111111,0.241741741741742,0.00780780780780781,0.331231231231231,0.0906906906906907
"150",-2.10510510510511,0.347847847847848,0.161561561561562,0.349249249249249,0.15
"151",-2.0990990990991,0.445945945945946,0.518318318318318,0.14954954954955,0.0402402402402402
"152",-2.09309309309309,0.323823823823824,0.252252252252252,0.582482482482482,0.0391891891891892
"153",-2.08708708708709,0.203303303303303,0.110510510510511,0.393793793793794,0.126126126126126
"154",-2.08108108108108,0.17967967967968,0.365165165165165,0.552452452452452,0.145795795795796
"155",-2.07507507507508,0.101201201201201,0.0654654654654655,0.318718718718719,0.122672672672673
"156",-2.06906906906907,0.37027027027027,0.115915915915916,0.146046046046046,0.0433933933933934
"157",-2.06306306306306,0.255355355355355,0.272672672672673,0.466366366366366,0.140990990990991
"158",-2.05705705705706,0.456356356356356,0.0222222222222222,0.591491491491491,0.0674174174174174
"159",-2.05105105105105,0.449149149149149,0.275675675675676,0.595995995995996,0.00600600600600601
"160",-2.04504504504505,0.467567567567568,0.218618618618619,0.475375375375375,0.140840840840841
"161",-2.03903903903904,0.210510510510511,0.0576576576576577,0.273173173173173,0.0818318318318318
"162",-2.03303303303303,0.399499499499499,0.380780780780781,0.141541541541542,0.139339339339339
"163",-2.02702702702703,0.319019019019019,0.266066066066066,0.262162162162162,0.0118618618618619
"164",-2.02102102102102,0.124024024024024,0.259459459459459,0.437837837837838,0.0141141141141141
"165",-2.01501501501502,0.369069069069069,0.573573573573574,0.451851851851852,0.0807807807807808
"166",-2.00900900900901,0.275775775775776,0.263063063063063,0.501401401401401,0.0953453453453453
"167",-2.003003003003,0.224524524524525,0.542342342342342,0.116516516516517,0.113063063063063
"168",-1.996996996997,0.373073073073073,0.102702702702703,0.295195195195195,0.0974474474474474
"169",-1.99099099099099,0.247347347347347,0.100900900900901,0.441341341341341,0.0714714714714715
"170",-1.98498498498498,0.258558558558559,0.25045045045045,0.496396396396396,0.051951951951952
"171",-1.97897897897898,0.260960960960961,0.258258258258258,0.298698698698699,0.0542042042042042
"172",-1.97297297297297,0.306206206206206,0.537537537537538,0.386786786786787,0.00840840840840841
"173",-1.96696696696697,0.425925925925926,0.273873873873874,0.188088088088088,0.0983483483483483
"174",-1.96096096096096,0.393093093093093,0.172372372372372,0.533933933933934,0.128678678678679
"175",-1.95495495495495,0.113613613613614,0.231231231231231,0.41981981981982,0.115465465465465
"176",-1.94894894894895,0.451551551551552,0.598198198198198,0.210610610610611,0.0935435435435435
"177",-1.94294294294294,0.461961961961962,0.148948948948949,0.440840840840841,0.0280780780780781
"178",-1.93693693693694,0.395495495495496,0.527927927927928,0.184084084084084,0.0945945945945946
"179",-1.93093093093093,0.204104104104104,0.342342342342342,0.403303303303303,0.0531531531531532
"180",-1.92492492492492,0.308608608608609,0.339339339339339,0.527927927927928,0.128378378378378
"181",-1.91891891891892,0.141241241241241,0.290690690690691,0.130530530530531,0.0996996996996997
"182",-1.91291291291291,0.142042042042042,0.556156156156156,0.372272272272272,0.0809309309309309
"183",-1.90690690690691,0.16006006006006,0.427027027027027,0.335735735735736,0.00015015015015015
"184",-1.9009009009009,0.487987987987988,0.175375375375375,0.143043043043043,0.133183183183183
"185",-1.89489489489489,0.21011011011011,0.523123123123123,0.197597597597598,0.0111111111111111
"186",-1.88888888888889,0.380680680680681,0.545345345345345,0.568468468468468,0.112012012012012
"187",-1.88288288288288,0.177677677677678,0.553753753753754,0.131031031031031,0.10045045045045
"188",-1.87687687687688,0.227727727727728,0.187987987987988,0.137537537537538,0.0414414414414414
"189",-1.87087087087087,0.49039039039039,0.0264264264264264,0.225625625625626,0.116066066066066
"190",-1.86486486486486,0.484784784784785,0.367567567567568,0.363763763763764,0.131681681681682
"191",-1.85885885885886,0.36026026026026,0.577177177177177,0.43033033033033,0.141141141141141
"192",-1.85285285285285,0.252952952952953,0.183783783783784,0.562462462462462,0.0231231231231231
"193",-1.84684684684685,0.315815815815816,0.456456456456456,0.357257257257257,0.0572072072072072
"194",-1.84084084084084,0.242542542542543,0.403603603603604,0.226126126126126,0.148648648648649
"195",-1.83483483483483,0.400700700700701,0.524324324324324,0.116016016016016,0.101801801801802
"196",-1.82882882882883,0.214114114114114,0.406006006006006,0.397797797797798,0.115915915915916
"197",-1.82282282282282,0.254154154154154,0.0564564564564565,0.178578578578579,0.0243243243243243
"198",-1.81681681681682,0.355455455455455,0.440840840840841,0.542942942942943,0.0545045045045045
"199",-1.81081081081081,0.133633633633634,0.359159159159159,0.355255255255255,0.133333333333333
"200",-1.8048048048048,0.11961961961962,0.108708708708709,0.181081081081081,0.00720720720720721
"201",-1.7987987987988,0.437537537537538,0.27027027027027,0.237637637637638,0.0277777777777778
"202",-1.79279279279279,0.203703703703704,0.516516516516517,0.216116116116116,0.0202702702702703
"203",-1.78678678678679,0.195295295295295,0.493693693693694,0.474374374374374,0.0358858858858859
"204",-1.78078078078078,0.275375375375375,0.590990990990991,0.467367367367367,0.143543543543544
"205",-1.77477477477477,0.455955955955956,0.155555555555556,0.133533533533534,0.0593093093093093
"206",-1.76876876876877,0.205705705705706,0.294894894894895,0.30970970970971,0.00315315315315315
"207",-1.76276276276276,0.474774774774775,0.0828828828828829,0.112512512512513,0.0954954954954955
"208",-1.75675675675676,0.396296296296296,0.254054054054054,0.396296296296296,0.0237237237237237
"209",-1.75075075075075,0.11041041041041,0.511111111111111,0.564964964964965,0.146096096096096
"210",-1.74474474474474,0.330630630630631,0.275075075075075,0.26966966966967,0.0719219219219219
"211",-1.73873873873874,0.158458458458458,0.575375375375375,0.431331331331331,0.05
"212",-1.73273273273273,0.107607607607608,0.414414414414414,0.390790790790791,0.119219219219219
"213",-1.72672672672673,0.387487487487488,0.0606606606606607,0.149049049049049,0.0801801801801802
"214",-1.72072072072072,0.421121121121121,0.210810810810811,0.345245245245245,0.132432432432432
"215",-1.71471471471471,0.475975975975976,0.31051051051051,0.45985985985986,0.142642642642643
"216",-1.70870870870871,0.178478478478478,0.32012012012012,0.353753753753754,0.107057057057057
"217",-1.7027027027027,0.493593593593594,0.51051051051051,0.592492492492492,0.0292792792792793
"218",-1.6966966966967,0.17047047047047,0.488888888888889,0.164564564564565,0.00660660660660661
"219",-1.69069069069069,0.385085085085085,0.142342342342342,0.235635635635636,0.0723723723723724
"220",-1.68468468468468,0.307007007007007,0.200600600600601,0.568968968968969,0.14954954954955
"221",-1.67867867867868,0.430730730730731,0.159159159159159,0.455355355355355,0.105105105105105
"222",-1.67267267267267,0.381881881881882,0.212012012012012,0.258658658658659,0.147297297297297
"223",-1.66666666666667,0.215315315315315,0.511711711711712,0.208108108108108,0.0743243243243243
